Date,Ticker,Close,50SMA,200SMA,50div(%),200div(%)
2025-01-02,INTC,20.219999313354492,22.410999946594238,27.2064466381073,-9.77645191406423,-25.679381867410378
2025-01-02,MU,87.0081787109375,99.89133575439453,109.88300792694092,-12.897171657743362,-20.81743997325997
2025-01-02,PLTR,75.19000244140625,63.67859992980957,36.898849954605105,18.077348629343685,103.77329519458986
2025-01-02,QQQ,506.4595031738281,506.2907257080078,470.38391662597655,0.033336076931745194,7.669392016338199
2025-01-03,INTC,20.559999465942383,22.37419994354248,27.101167144775392,-8.108448490573629,-24.136110610623742
2025-01-03,MU,89.538818359375,99.53644653320312,109.86442584991455,-10.044188357169386,-18.500626871073173
2025-01-03,PLTR,79.88999938964844,64.41759994506836,37.179299955368045,24.018900824889553,114.87763213818583
2025-01-03,QQQ,514.747802734375,506.7556341552734,470.7910081481934,1.5771247600283675,9.33679569605227
2025-01-06,INTC,19.8700008392334,22.33199996948242,26.991695375442504,-11.024534898860129,-26.38476182081005
2025-01-06,MU,98.89421081542969,99.4237889099121,109.88145992279053,-0.5326472671065353,-9.99918377047516
2025-01-06,PLTR,75.91999816894531,65.08419990539551,37.436049947738645,16.648892172448004,102.79916891587362
2025-01-06,QQQ,520.6637573242188,507.4894958496094,471.2019897460938,2.5959673219548653,10.496935211325688
2025-01-07,INTC,20.010000228881836,22.2853999710083,26.881834964752198,-10.210271052288022,-25.563116300954896
2025-01-07,MU,101.5344467163086,99.32811569213867,109.84423393249511,2.221255289900307,-7.565064563419241
2025-01-07,PLTR,69.98999786376953,65.61279983520508,37.6635499382019,6.671256278589455,85.82953008574243
2025-01-07,QQQ,511.3728942871094,507.95905151367185,471.55614242553713,0.6720704677403782,8.44369276090167
2025-01-08,INTC,19.8799991607666,22.22939994812012,26.770582284927368,-10.568889816354217,-25.7393845633323
2025-01-08,MU,99.04366302490234,99.16153213500976,109.79276824951172,-0.11886576131855281,-9.790358141058334
2025-01-08,PLTR,68.2300033569336,66.08019989013673,37.883799953460695,3.253324702968631,80.10337780463537
2025-01-08,QQQ,511.4622802734375,508.3709338378906,471.90822265625,0.6080887457921917,8.38172672528312
2025-01-10,INTC,19.149999618530273,22.153999938964844,26.659341411590574,-13.55962954189181,-28.16776932754796
2025-01-10,MU,98.97391510009766,99.02380249023437,109.70662803649903,-0.05037919054021124,-9.783103471953064
2025-01-10,PLTR,67.26000213623047,66.52599990844726,38.097549962997434,1.1033313723857405,76.54679159567299
2025-01-10,QQQ,503.44195556640625,508.6208239746094,472.228204498291,-1.0182179266143576,6.60988707806592
2025-01-13,INTC,19.200000762939453,22.079999961853026,26.54755880355835,-13.043474655295581,-27.676963049551862
2025-01-13,MU,94.70968627929688,98.76516632080079,109.59088283538819,-4.106184591773217,-13.578863652776413
2025-01-13,PLTR,64.9800033569336,66.92699996948242,38.297999982833865,-2.909134748960251,69.66944327656608
2025-01-13,QQQ,501.82403564453125,508.7440118408203,472.5472106933594,-1.3602078914403453,6.195534390778555
2025-01-14,INTC,19.200000762939453,22.017999992370605,26.42696807861328,-12.79861581618498,-27.34694079992643
2025-01-14,MU,97.00121307373047,98.63395248413086,109.48436309814453,-1.6553523095032416,-11.401765212100518
2025-01-14,PLTR,65.91000366210938,67.37140007019043,38.505,-2.1691643732481616,71.17258450099824
2025-01-14,QQQ,501.3475341796875,508.9325903320312,472.85637466430666,-1.4903852290919668,6.025330532047385
2025-01-15,INTC,19.719999313354492,21.981999969482423,26.306998014450073,-10.290240466146225,-25.038959966003848
2025-01-15,MU,102.80973815917969,98.70706832885742,109.41306758880616,4.156409363363533,-6.035229223663631
2025-01-15,PLTR,68.13999938964844,67.90300003051757,38.73064999580383,0.34902634496907115,75.93301273547148
2025-01-15,QQQ,512.8816528320312,509.6001989746094,473.22725997924806,0.643927114633125,8.37956648028309
2025-01-16,INTC,19.670000076293945,21.911399955749513,26.185046005249024,-10.229377784998297,-24.880788552554307
2025-01-16,MU,102.22189331054688,98.76683517456054,109.307006149292,3.4981966668060824,-6.481846944987442
2025-01-16,PLTR,69.23999786376953,68.44940002441406,38.962549982070925,1.1550106196306842,77.70910244742998
2025-01-16,QQQ,509.2884521484375,510.1249871826172,473.57553573608396,-0.1639862886936418,7.541123583768856
2025-01-17,INTC,21.489999771118164,21.890799942016603,26.075064058303834,-1.8309069196194787,-17.5840959659139
2025-01-17,MU,105.36029815673828,98.84956924438477,109.2243327331543,6.586502057745043,-3.5377049048733773
2025-01-17,PLTR,71.7699966430664,69.05659996032715,39.207799968719485,3.9292358504445604,83.05030300176364
